station_id
8194.06
8194.07
8196.02
8198.05
8205.05
8206.17
8209.01
8210.01
8213.01
8216.02
8218.04
8225.05
8226.05
8226.06
8229.04
8233.01
8236.01
8241.07
8242.04
8245.03
8249.1
8254.01
8262.07
8265.09
8269.01
8277.03
8278.05
8281.06
8282.13
8285.09
8285.11
8290.01
8299.03
8303.06
8316.02
8319.01
8320.01
8323.05
8327.15
8336.02
8340.05
8344.04
8344.09
8348.02
8353.02
8353.09
8356.02
8356.04
8358.03
8358.1
8362.09
8366.06
8366.07
8381.04
8384.03
8394.15
8397.02
8399.06
8183.08
8403.02
8407.03
8416.07
8416.1
8425.01
8428.03
8432.04
8435.06
8441.01
8441.05
8453.14
8456.02
8458.03
8462.09
8465.01
8469.01
8472.06
8472.08
8474.02
8478.11
8483.02
8491.07
8494.06
8496.01
8500.01
8507.02
8510.02
8511.08
8514.05
8520.01
8528.05
8532.03
8535.01
8535.09
8543.01
8546.06
8547.04
8550.01
8550.04
8563.06
8566.05
8571.02
8575.02
8579.03
8579.05
8579.09
8582.02
8582.09
8583.02
8586.09
8590.01
8594.02
8597.01
8601.04
8605.06
8613.09
8615.01
8619.02
8624.01
8632.07
8635.08
8636.04
8643.01
8646.02
8647.07
8650.11
8653.09
8655.02
8664.06
8665.02
8665.09
8667.01
8676.01
8679.03
8682.06
8696.05
8699.01
8703.05
8707.01
8715.01
8715.06
8732.04
8734.02
8734.04
8738.01
8748.02
8752.01
8766.03
8778.01
8782.01
8795.01
8795.03
8799.01
8811.01
8841.03
2733.03
2782.02
2832.03
2872.02
2883.03
2912.08
2932.01
2951.05
2961.05
2971.02
3000.08
3007.05
3011.03
3019.02
3046.03
3050.03
3056.05
3084.05
3090.06
3093.07
3117.05
3125.09
3129.08
3135.04
3138.09
3161.02
3166.03
3169.07
3178.02
3192.05
3199.01
3202.06
3208.07
3211.06
3230.01
3233.06
3240.15
3243.02
3253.01
3266.01
3272.01
3275.03
3280.04
3283.05
3303.01
3306.03
3315.05
3344.02
3347.03
3353.04
3356.05
3376.02
3379.03
3385.06
3388.02
3394.03
3420.01
3426.02
3428.02
3451.01
3457.03
3460.01
3460.02
3460.04
3492.04
3498.09
3501.01
3507.04
3515.01
3523.06
3532.02
3538.09
3547.04
3555.04
3564.04
3579.04
3588.01
3596.04
3611.02
3620.02
3628.11
3651.04
3665.06
3668.04
3696.05
3699.07
3704.08
3707.01
3722.04
3731.11
3736.03
3736.04
3739.06
3762.08
3771.06
3776.05
3779.02
3803.05
3803.09
3811.05
3834.1
3842.08
3847.04
3850.03
3865.05
3874.01
3879.04
3882.01
3887.03
3905.15
3914.02
3919.07
3922.02
3928.08
3931.09
3940.04
3946.07
3955.05
3960.01
3972.08
3978.13
3981.1
3987.06
3993.03
3996.01
4001.09
4010.01
4010.13
4010.15
4013.08
4019.06
4028.03
4028.04
4033.06
4042.08
4045.01
4051.01
4054.02
4060.09
4066.15
4074.03
4077.04
4077.07
4086.05
4086.06
4095.03
4095.1
4101.17
4107.05
4107.13
4110.1
4116.08
4119.04
4124.04
4125.07
4128.08
4134.06
4137.1
4143.03
4143.04
4148.07
4151.01
4157.1
4157.15
4161.01
4166.08
4169.04
4175.14
4175.15
4184.07
4190.06
4193.14
4199.12
4202.04
4203.04
4205.06
4208.11
4214.03
4217.02
4222.02
4225.14
4228.02
4231.04
4237.01
4237.02
4243.01
4244.06
4249.1
4255.05
4258.07
4263.12
4266.03
4278.03
4281.08
4285.09
4290.08
4298.05
4307.13
4317.05
4319.07
4322.06
4327.09
4330.09
4336.01
4339.01
4345.11
4348.07
4354.05
4354.07
4357.01
4362.04
4366.01
4368.05
4371.01
4374.01
4377.04
4380.08
4386.05
4392.04
4395.04
4395.07
4399.03
4404.1
4413.08
4419.03
4422.04
4422.05
4425.02
4428.02
4432.1
4434.06
4437.01
4440.02
4441.06
4446.01
4446.05
4452.01
4452.03
4455.07
4455.1
4455.11
4461.01
4461.04
4474.01
4476.03
4479.06
4479.08
4483.1
4488.08
4488.09
4494.04
4497.09
4507.07
4510.04
4513.06
4513.09
4517.03
4519.02
4519.04
4526.01
4528.01
4531.05
4546.04
4546.05
4550.05
4553.04
4560.01
4565.04
4565.06
4568.01
4582.05
4587.02
4590.01
4591.04
4596.05
4596.09
4600.09
4605.04
4608.01
4611.03
4614.04
4617.01
4620.02
4623.02
4628.05
4628.07
4632.1
4634.02
4637.06
4640.01
4645.04
4645.09
4651.02
4654.01
4656.03
4659.02
4663.02
4663.06
4665.02
4668.08
4672.01
4677.01
4677.06
4680.05
4683.02
4689.03
4692.01
4695.04
4697.01
4700.06
4707.03
4707.04
4710.06
4713.01
4715.01
4718.08
4721.01
4724.03
4729.01
4732.04
4732.08
4735.03
4735.16
4743.04
4748.07
4751.01
4756.04
4759.02
4762.04
4762.05
4765.07
4768.02
4775.01
4781.03
4781.05
4784.02
4789.03
4792.03
4798.02
4798.1
4801.04
4804.02
4807.02
4812.02
4812.04
